kode;nama_tindakan;kelas;biaya_dokter;biaya_rs
10638;SRG I_Lymph Node (Inguinal),Various Lesions,Radical Excision;ODC;4940000;1730000
10639;SRG I_Lymph Node (Pelvic) Dissection,,Dissection (Open);ODC;7210000;2530000
10640;SRG I_Lymph Node (Pelvic),,Dissection (Laparoscopy);ODC;10090000;3540000
10641;SRG I_Lymph Node (Retropharyngeal),,Neck Dissection (Open/Transoral);ODC;8040000;2820000
10642;SRG I_Lymph Node (Single),Various Lesions,Excision Biopsy (Laparoscopy);ODC;4040000;1420000
10643;SRG I_Lymph Node (Single),Various Lesions,Excision Biopsy (Open);ODC;2880000;1010000
10644;SRG I_Lymph Node,Various Lesions,Biopsy;ODC;2800000;980000
10645;SRG I_Maxilla,Alveolar Cleft (Unilateral Complete),Bone Graft And Closure Of Naso Buccal Fistula;ODC;6960000;2440000
10646;SRG I_Maxilla,Fracture - Lefort II (Complex),Open Reduction And Fixation;ODC;8120000;2850000
10647;SRG I_Maxilla,Various Lesions,Ostectomy/Osteotomy (>1 Segment);ODC;8120000;2850000
10648;SRG I_Maxilla,Various Lesions,Resection/Hemimaxillectomy (Open Or Endoscopic Method);ODC;6960000;2440000
10649;SRG I_Mouth,Cleft Lip,Unilateral Primary Repair;ODC;4120000;1450000
10650;SRG I_Mouth,Tumor,Radical Excision Biopsy with Resection Of Mandible And Lymph Nodes And Reconstruction;ODC;12060000;4230000
10651;SRG I_Mucous Membrane,Tumor/Cyst/Ulcer/Scar,Excision;ODC;1800000;630000
10652;SRG I_Nerve (Upper Limb),Carpal Tunnel Syndrome,Release with Endoneurolysis (Bilateral);ODC;14250000;4990000
10653;SRG I_Nerve (Upper Limb),Carpal Tunnel Syndrome,Release with Endoneurolysis (Unilateral);ODC;9740000;3410000
10654;SRG I_Nerve (Upper Limb),Entrapment Syndrome (Others),Decompression (Unilateral);ODC;8960000;3140000
10655;SRG I_Nerve (Upper Limb),Guyon's Tunnel Syndrome,Release (Unilateral);ODC;8960000;3140000
10656;SRG I_Nerve Root (Cervical),,Block (Injection Of Anaesthetic - Therapeutic Substance) (>1 level);ODC;10310000;3610000
10657;SRG I_Nerve Root (Lumbar/Thoracic),,Block (Injection Of Anaesthetic - Therapeutic Substance) (1 level);ODC;10310000;3610000
10658;SRG I_Nose,Hematoma/Abscess,Evacuation/Incision & Drainage;ODC;2090000;740000
10659;SRG I_Nose,Various Lesions (Turbinates),Turbinectomy/Turbinoplasty/Submucous Resection (with/without Endoscopes);ODC;4660000;1640000
10660;SRG I_Nose,Various Lesions,Septoplasty/Submucous Resection;ODC;5800000;2030000
10661;SRG I_Ovary,Malignant Tumor/Cyst,Total Hysterectomy Bilateral Salpingo-Oophorectomy with Omentectomy,Surgical Staging with/without Lymphadenectomy (Laparoscopy);ODC;12590000;4410000
10662;SRG I_Ovary,Malignant Tumor/Cyst,Total Hysterectomy Bilateral Salpingo-Oophorectomy with Omentectomy,Surgical Staging with/without Lymphadenectomy (Open);ODC;8990000;3150000
10663;SRG I_Ovary,Tumor/Cyst,Cystectomy (Complicated >5cm - Laparoscopy);ODC;7550000;2650000
10664;SRG I_Ovary,Tumor/Cyst,Cystectomy (Complicated >5cm);ODC;5390000;1890000
10665;SRG I_Ovary,Tumor/Cyst,Cystectomy (Simple <5cm - Laparoscopy);ODC;6740000;2360000
10666;SRG I_Ovary,Tumor/Cyst,Cystectomy (Simple <5cm);ODC;4810000;1690000
10667;SRG I_Ovary,Tumor/Cyst,Oophorectomy/Salpingo-Oophorectomy (Complicated);ODC;6500000;2280000
10668;SRG I_Ovary,Tumor/Cyst,Oophorectomy/Salpingo-Oophorectomy (Simple);ODC;4840000;1700000
10669;SRG I_Paravertebral Region,Block,Anaesthetic (>2 levels);ODC;10310000;3610000
10670;SRG I_Parotid,,Total Parotidectomy with/without Preservation Of Facial Nerve;ODC;10960000;3840000
10671;SRG I_Parotid,Tumor,Superficial Parotidectomy;ODC;7100000;2490000
10672;SRG I_Pelvis,Fracture,Fixation Of Anterior And Posterior Ring;ODC;12470000;4370000
10673;SRG I_Penis,,Dorsumcision;ODC;2820000;990000
10674;SRG I_Penis,,V. Spermatika Interna Ligation (Microsurgery);ODC;5920000;2080000
10675;SRG I_Penis,Buried Penis,Buried Penis Surgery;ODC;4120000;1450000
10676;SRG I_Penis,Congenital Organ Abnormality,Webbed Penis Excision;ODC;4120000;1450000
10677;SRG I_Penis,Glanular Hypospadias,Meatoplasty And Circumcision;ODC;2820000;990000
10678;SRG I_Penis,Hypospadias,Correction Of Chordee;ODC;4840000;1700000
10679;SRG I_Penis,Hypospadias,Urethral Reconstruction;ODC;7710000;2700000
10680;SRG I_Penis,Hypospadias,Urethral Reconstruction & Correction Of Chordee;ODC;9670000;3390000
10681;SRG I_Penis,Paraphimosis/Phimosis/Reduction Prepuce,Circumcision;ODC;2820000;990000
10682;SRG I_Penis,Penoscrotal Transposition,Reconstruction;ODC;9670000;3390000
10683;SRG I_Penis,Priapism,Priapism Operation (Winter Procedure);ODC;4120000;1450000
10684;SRG I_Penis,Trauma,Reconstruction (1st Stage);ODC;8170000;2860000
10685;SRG I_Penis,Trauma,Reconstruction (2nd Stage);ODC;8170000;2860000
10686;SRG I_Penis,Various Lesions,Insertion Of Penile Prosthesis;ODC;9670000;3390000
10687;SRG I_Peripheral Nerve,Block,Anaesthetic (Up To 2 Nerves);ODC;8960000;3140000
10688;SRG I_Prostate Gland,,Simple Prostatectomy (Laparoscopy);ODC;9090000;3190000
10689;SRG I_Prostate Gland,,Simple Prostatectomy (Open);ODC;6500000;2280000
10690;SRG I_Prostate Gland,Various Lesions,Biporal Transurethral Resection Of Prostate (Bipolar Turp);ODC;8410000;2950000
10691;SRG I_Prostate Gland,Various Lesions,Open Prostatectomy And Sectio Alta;ODC;4120000;1450000
10692;SRG I_Prostate Gland,Various Lesions,Radical Prostatectomy (Laparoscopy);ODC;14690000;5150000
10693;SRG I_Prostate Gland,Various Lesions,Radical Prostatectomy (Open);ODC;10490000;3680000
10694;SRG I_Prostate Gland,Various Lesions,Saturation Prostate Biopsy;ODC;2800000;980000
10695;SRG I_Prostate Gland,Various Lesions,Trans-Rectal Ultrasound (TRUS);ODC;1510000;530000
10696;SRG I_Prostate Gland,Various Lesions,Trans-Rectal Ultrasound (TRUS) Guided Biopsy;ODC;1510000;530000
10697;SRG I_Prostate Gland,Various Lesions,Transurethral Resection Of Prostate (TURP) >30gm;ODC;7190000;2520000
10698;SRG I_Radius And Ulna,Fracture/Dislocation,Open Reduction And Internal Fixation with/without Bone Grafting;ODC;8410000;2950000
10699;SRG I_Rectum,,Ultra-Low Anterior Resection (Total Mesorectal Excision) with/without PLND;ODC;9700000;3400000
10700;SRG I_Scrotum,Hydrocele/Varicocele (Unilateral),Excision;ODC;3750000;1320000
10701;SRG I_Scrotum,Varicocele,Varicocelectomy (Palomo);ODC;3130000;1100000
10702;SRG I_Shoulder Fracture/Dislocation,,Open Reduction And Internal Fixation (3 Or More Part Fracture);ODC;8410000;2950000
10703;SRG I_Shoulder,,Acromioclavicular Joint Stabilisation/Reconstruction;ODC;8410000;2950000
10704;SRG I_Shoulder,,Therapeutic Arthroscopy;ODC;11600000;4060000
10705;SRG I_Shoulder,Shoulder Soft Tissue Injury,Decompression Alone (Open/Laparoscopy);ODC;10880000;3810000
10706;SRG I_Shoulder,Shoulder Soft Tissue Injury,Decompression with Cuff Repair (Open/Laparoscopy);ODC;12180000;4270000
10707;SRG I_Shoulder,Shoulder Soft Tissue Injury,MIS Repair With Superior Labrum From Anterior To Posterior (Slap) Repair/Rotator Cuff Repair;ODC;13920000;4880000
10708;SRG I_Shoulder,Shoulder Soft Tissue Injury,Open Bankart Repair With Superior Labrum From Anterior To Posterior (Slap) Repair/Rotator Cuff Repair;ODC;10740000;3760000
10709;SRG I_Shoulder,Various Lesions,Hemiarthroplasty;ODC;9670000;3390000
10710;SRG I_Sinuses,Nasal,Foreign Body/Other Lesions,Intranasal Operation/Removal Of Foreign Body;ODC;3130000;1100000
10711;SRG I_Sinuses,Nasal,Infection,Functional Sinuscopic Drainage Of Ethmoidal/ Maxillary Sinuses;ODC;6500000;2280000
10712;SRG I_Sinuses,Nasal,Infection,Functional Sinuscopic Ethmoidectomy (Bilateral);ODC;8100000;2840000
10713;SRG I_Sinuses,Nasal,Infection,Functional Sinuscopic Ethmoidectomy (Unilateral);ODC;5790000;2030000
10714;SRG I_Skin And Subcutaneous Tissue (Ear/Nose/Eyelid/Face),Complex Lacerations,Repair;ODC;4210000;1480000
10715;SRG I_Skin And Subcutaneous Tissue (Face And Neck),Scar (>3cm),Revision;ODC;2880000;1010000
10716;SRG I_Skin And Subcutaneous Tissue,Burns,Escharotomy (Extensive);ODC;1510000;530000
10717;SRG I_Skin And Subcutaneous Tissue,Burns,Escharotomy (Limited);ODC;750000;270000
10718;SRG I_Skin And Subcutaneous Tissue,Deep (>3cm)/Extensive Contaminated Wound,Debridement;ODC;3750000;1320000
10719;SRG I_Skin And Subcutaneous Tissue,Defect,Direct Flap (Cross Finger/Similar Flaps);ODC;6120000;2150000
10720;SRG I_Skin And Subcutaneous Tissue,Defect,Single Stage Local Flap (Complicated/Large);ODC;7860000;2760000
10721;SRG I_Skin And Subcutaneous Tissue,Hematoma/Carbuncle Cellulitis/Similar Lesion>3cm,Saucerisation/Incision with Drainage;ODC;2510000;880000
10722;SRG I_Skin And Subcutaneous Tissue,Sinus (Shallow<3cm),Excision with/without Biopsy;ODC;870000;310000
10723;SRG I_Skin And Subcutaneous Tissue,Tumor/Cyst/Ulcer/Scar,Excision Biopsy  (> 15mm diameter);ODC;1510000;530000
10724;SRG I_Skin And Subcutaneous Tissue,Wound,Debridement (<3cm);ODC;840000;300000
10725;SRG I_Skin,Burns (2% To 5%),Excision;ODC;2460000;870000
10726;SRG I_Skin,Burns (More Than 10%),Dressing;ODC;2890000;1020000
10727;SRG I_Skin,Keratoses/Warts/Tags/Similar Lesions,Excision (6 - 10 Lesions);ODC;1510000;530000
10728;SRG I_Skin,Keratoses/Warts/Tags/Similar Lesions,Excision (More Than10 Lesions);ODC;3130000;1100000
10729;SRG I_Skin,Keratoses/Warts/Tags/Similar Lesions,Excision (Not More Than 5 Lesions);ODC;750000;270000
10730;SRG I_Skin,Plantar Wart,Excision Or Vaporisation By Laser;ODC;750000;270000
10731;SRG I_Skull,Intracranial Hemorrhage,Osteoplastic Craniotomy/Extensive Craniectomy (Unilateral);ODC;30920000;10830000
10732;SRG I_Soft Tissue (Lower Limb),Contracture,Major Release;ODC;5920000;2080000
10733;SRG I_Soft Tissue (Lower Limb),Contracture,Minor Release;ODC;3130000;1100000
10734;SRG I_Soft Tissue (Lower Limb),Small Tumors (Benign),Excision Biopsy Under General Anesthesia;ODC;1920000;680000
10735;SRG I_Soft Tissue (Lower Limb),Tumors (Benign),Wide Excision Biopsy;ODC;4730000;1660000
10736;SRG I_Soft Tissue (Upper Limb),Tumors (Benign),Major Excision Biopsy;ODC;4730000;1660000
10737;SRG I_Soft Tissue (Upper Limb),Tumors (Malignant),Wide Excision Biopsy;ODC;6030000;2120000
10738;SRG I_Soft Tissue,Tumor (Malignant),Wide Excision Biopsy <7cm Other Than Upper/Lower Limbs;ODC;3750000;1320000
10739;SRG I_Spermatic Cord,Spermatocele/Epididymal Cyst,Excision;ODC;3750000;1320000
10740;SRG I_Spine (exclude Cervical Spine),Various Lesions,Interbody Fusion (Single Segment) with Anterior/Posterior Instrumentation;ODC;20880000;7310000
10741;SRG I_Spine,,Facet Joint Block (Injection Of Anaesthetic Or Therapeutic Substance) up to 3 Joints;ODC;8960000;3140000
10742;SRG I_Spine,,Removal Of Spine Implants without Other Procedures (Anterior Approach);ODC;10740000;3760000
10743;SRG I_Spine,,Vertebroplasty Or Kyphoplasty (Multiple Levels);ODC;15490000;5430000
10744;SRG I_Spine,,Vertebroplasty Or Kyphoplasty (Single Level);ODC;10320000;3620000
10745;SRG I_Spine,Fracture-Dislocation,Open Reduction And Stabilisation;ODC;14340000;5020000
10746;SRG I_Spine,Infection,Posterior Drainage,Debridement And Removal Of Implants,without Fusion Or Other Procedures;ODC;10740000;3760000
10747;SRG I_Spine,Percutaneous Disc Ablation,2 Or More Levels (Intradiscal Electrothermal Annuloplasty/IDET);ODC;12620000;4420000
10748;SRG I_Spine,Percutaneous Disc Ablation,Single Level (Intradiscal Electrothermal Annuloplasty/IDET);ODC;8410000;2950000
10749;SRG I_Spine,Syringomyelia,Laminectomy And Drainage;ODC;14340000;5020000
10750;SRG I_Spleen,Trauma,Splenectomy;ODC;7950000;2790000
10751;SRG I_Spleen,Various Non-Traumatic Lesions,Splenectomy (Open);ODC;6500000;2280000
10752;SRG I_Tendon Sheath (Upper Limb),De Quervain's (Bilateral),Release;ODC;7190000;2520000
10753;SRG I_Tendon Sheath (Upper Limb),De Quervain's (Unilateral),Release;ODC;5390000;1890000
10754;SRG I_Tendon Sheath (Upper Limb),Ganglion/Villo-Nodular Synovitis,Excision;ODC;3490000;1230000
10755;SRG I_Tendon Sheath And Subcutaneous Tissue,Ganglion/Large Bursa,Excision Biopsy (>3cm) ;ODC;3130000;1100000
10756;SRG I_Tendon Sheath And Subcutaneous Tissue,Ganglion/Small Bursa,Excision Biopsy (<3cm) ;ODC;2850000;1000000
10757;SRG I_Tendon-Achilles (Lower Limb),Disruption,Repair;ODC;5800000;2030000
10758;SRG I_Testis,Inguinal,Hydrocele,High Ligation Surgery;ODC;4120000;1450000
10759;SRG I_Testis,Undescended/Ectopic (Bilateral),Orchidopexy/Transplantation with Hernia Repair;ODC;7250000;2540000
10760;SRG I_Testis,Undescended/Ectopic (Unilateral),Orchidopexy/Transplantation with Hernia Repair;ODC;5180000;1820000
10761;SRG I_Testis,Variocoele,Spermatic Vein Embolisation;ODC;4380000;1540000
10762;SRG I_Testis,Various Lesions,Exploration/Repair;ODC;2070000;730000
10763;SRG I_Testis,Various Lesions,Orchidectomy (Simple - Laparoscopy);ODC;7870000;2760000
10764;SRG I_Testis,Various Lesions,Orchidectomy (Simple);ODC;5620000;1970000
10765;SRG I_Thorax,,Decortication (Laparoscopy);ODC;12460000;4370000
10766;SRG I_Thorax,Effusion/Fluid/Abscess Collection,Imaging Guided Percutaneous Aspiration/Diagnostic Tap;ODC;3320000;1170000
10767;SRG I_Thorax,Pleural Effusion,Aspiration;ODC;1100000;390000
10768;SRG I_Thorax,Pleural Effusion,Biopsy;ODC;1370000;490000
10769;SRG I_Thorax,Tumor (Mediastinal),Complex Resection;ODC;12880000;4510000
10770;SRG I_Thorax,Tumor (Mediastinal),Resection;ODC;10230000;3580000
10771;SRG I_Thorax,Various Lesions,Intercostal Drain (Insertion without Resection Of Rib);ODC;4170000;1460000
10772;SRG I_Thorax,Various Lesions,Thoracotomy (Exploration) with/without Biopsy;ODC;5900000;2070000
10773;SRG I_Thyroglossal Duct,Cyst Fistula,Excision;ODC;3510000;1240000
10774;SRG I_Thyroid,Various Lesions,Hemithyroidectomy/Partial Thyroidectomy;ODC;7880000;2760000
10775;SRG I_Thyroid,Various Lesions,Total/Subtotal Thyroidectomy;ODC;7920000;2780000
10776;SRG I_Thyroid,Various Lesions,Total/Subtotal Thyroidectomy with Neck Dissection (Unilateral);ODC;15750000;5520000
10777;SRG I_Tibia,Fracture,Open Reduction And Internal Fixation with Plates And Screws (Comminuted);ODC;10930000;3830000
10778;SRG I_Tibia,Fracture,Open Reduction and Internal Fixation with Plates And Screws (Simple);ODC;8410000;2950000
10779;SRG I_Tibia,Tibial Plateau,Tibia Plateau Unicondylar ORIF;ODC;8410000;2950000
10780;SRG I_Tongue,Tumor,Glossectomy with Radical Neck Dissection;ODC;8410000;2950000
10781;SRG I_Tongue,Tumor,Hemi-Glossectomy;ODC;4120000;1450000
10782;SRG I_Tongue,Tumor,Total Glossectomy;ODC;4640000;1630000
10783;SRG I_Tonsils,Abscess,Drainage;ODC;750000;270000
10784;SRG I_Tonsils,Various Lesions,Removal;ODC;3850000;1350000
10785;SRG I_Trachea,Tracheostomy,Revision And Reinsertion;ODC;5030000;1770000
10786;SRG I_Trachea,Various Lesions,Trachea Reconstruction;ODC;7810000;2740000
10787;SRG I_Trachea,Various Lesions,Tracheostomy;ODC;3640000;1280000
10788;SRG I_Upper Limb,Fracture/Dislocation,Manipulation And Reduction;ODC;2320000;820000
10789;SRG I_Ureter,,Anastomosis End To End Ureter;ODC;4740000;1660000
10790;SRG I_Ureter,,Cystoscopy And Insertion Of Double J Stent;ODC;4740000;1660000
10791;SRG I_Ureter,,Extra Corporeal Shockwave Lithotripsy (ESWL) For Ureteric Stone;ODC;5920000;2080000
10792;SRG I_Ureter,,Ureteroscopy;ODC;3750000;1320000
10793;SRG I_Ureter,Calculus,Ureteroscopy And Lithotripsy with/without Ultrasound;ODC;6800000;2390000
10794;SRG I_Ureter,Calculus,Ureteroscopy And Lithotripsy with/without Ultrasound (Laser);ODC;9670000;3390000
10795;SRG I_Ureter,Various Lesions,Intestinal Conduit;ODC;9180000;3220000
10796;SRG I_Ureter,Various Lesions,Reimplantation (Bilateral);ODC;9670000;3390000
10797;SRG I_Ureter,Various Lesions,Reimplantation (Unilateral);ODC;6800000;2390000
10798;SRG I_Ureter,Various Lesions,Reimplantation,Laparoscopy (Unilateral);ODC;9670000;3390000
10799;SRG I_Ureter,Various Lesions,Ureterotomy/Insertion Of Double J Stent;ODC;5010000;1760000
10800;SRG I_Urethra,,Ureteroscopy;ODC;3130000;1100000
10801;SRG I_Urethra,Hypospadias,Meatoplasty;ODC;1730000;610000
10802;SRG I_Urethra,Injury,Repair/Urethroplasty Of Anterior Urethra;ODC;5010000;1760000
10803;SRG I_Urethra,Meatal Stenosis,Meatotomy;ODC;1800000;630000
10804;SRG I_Urethra,Various Lesions,Sachse Internal Urethrotomy;ODC;6800000;2390000
10805;SRG I_Urethra,Various Lesions,Staged Urethroplasty (Each Stage);ODC;6800000;2390000
10806;SRG I_Uterus,,Sub-Total/Total Hysterectomy with/without Salpingo-Oophorectomy;ODC;7840000;2750000
10807;SRG I_Uterus,Endometriosis,Hysterectomy with Salpingo-Oophorectomy;ODC;8410000;2950000
10808;SRG I_Uterus,Endometriosis,Hysterectomy without Salpingo-Oophorectomy;ODC;5920000;2080000
10809;SRG I_Uterus,Fibroids,Myomectomy (Complicated >5cm/Multiple >2/Challenging Location);ODC;7420000;2600000
10810;SRG I_Uterus,Fibroids,Myomectomy (Simple <5cm - Laparoscopy);ODC;8570000;3000000
10811;SRG I_Uterus,Fibroids,Myomectomy (Simple <5cm - Open);ODC;6120000;2150000
10812;SRG I_Uterus,Malignant Condition,Radical Hysterectomy with/without Lymphadenectomy;ODC;9220000;3230000
10813;SRG I_Uterus,Malignant Condition,Radical Hysterectomy with/without Lymphadenectomy (Laparoscopy);ODC;12900000;4520000
10814;SRG I_Uterus,Malignant Condition,Total Hysterectomy with/without Salpingo-Oophorectomy with/without Lymph Node Dissection (Open);ODC;8410000;2950000
10815;SRG I_Uterus,Pregnancy And Multiparity,Uncomplicated Caesarean Section And Tubal Ligation;ODC;5530000;1940000
10816;SRG I_Uterus,Pregnancy,Caesarean Section with Hysterectomy;ODC;9380000;3290000
10817;SRG I_Uterus,Pregnancy,Uncomplicated Caesarean Section;ODC;4600000;1620000
10818;SRG I_Uterus,Various Lesions,Curettage with/without Dilatation;ODC;1510000;530000
10819;SRG I_Uterus/Cervix,Hysteroscopy,Diagnostic with General Anesthesia;ODC;1690000;600000
10820;SRG I_Vas Deferens,,Vasovasostomy;ODC;6800000;2390000
10821;SRG I_Vas Deferens,Various Lesions,Varicocelectomy (Microsurgical);ODC;6800000;2390000
10822;SRG I_Vas Deferens,Various Lesions,Vasectomy;ODC;2800000;990000
10823;SRG I_Vein,Arterio-Venous Fistula,Dissection And Ligation;ODC;1650000;580000
10824;SRG I_Vein,Bleeding Varicosities/Vascular Malformation,Image Guided Sclerotherapy Injection;ODC;4970000;1740000
10825;SRG I_Vein,Varicosity,High Ligation And Complete Stripping/Excision Of Long/Long And Short Saphenous Vein;ODC;6180000;2170000
10826;SRG I_Vulva,Abscess,Incision;ODC;1440000;510000
10827;SRG I_Vulva,Bartholin Cyst,Incision/Marsupialization with/without Use Of Laser;ODC;1440000;510000
10828;SRG I_Vulva,Malignant Condition,Radical Vulvectomy With Groin Dissection And With Or Without Skin Flap Closure;ODC;13200000;4620000
10829;SRG I_Wrist,Distal Or Radial Ulnar Joint (DRUJ) Instability,Complex Ligament Reconstruction;ODC;10740000;3760000
10830;SRG I_Wrist,Distal Radius Fracture,Open Reduction And Internal Fixation (ORIF) with Ulnar Head/Styloid Fixation/Tfcc Repair;ODC;8410000;2950000
10831;SRG II_Abdomen/Pelvis,Various Lesions,Insertion Of Peritoneal Dialysis Catheter;ODC;1960000;690000
10832;SRG II_Abdomen/Pelvis,Various Lesions,Removal Of Peritoneal Dialysis Catheter;ODC;1960000;690000
10833;SRG II_Abdominal Cavity,Adhesions,Lysis As Primary Procedure with/without Bowel Resection (Laparoscopy);ODC;7690000;2690000
10834;SRG II_Abdominal Cavity,Adhesions,Lysis As Primary Procedure with/without Bowel Resection (Open);ODC;5770000;2020000
10835;SRG II_Abdominal Cavity,Multiple Ruptures,Major Repair/Removal;ODC;15060000;5270000
10836;SRG II_Abdominal Cavity,Various Lesions,Colostomy/Enterostomy/Gastrostomy (Laparoscopy);ODC;10570000;3700000
10837;SRG II_Abdominal Cavity,Various Lesions,Colostomy/Enterostomy/Gastrostomy (Open);ODC;7550000;2640000
10838;SRG II_Abdominal Cavity,Various Lesions,Exploratory Laparotomy;ODC;5430000;1900000
10839;SRG II_Abdominal Wall,Epigastric/Umbilical Hernia,Repair (Open);ODC;4860000;1700000
10840;SRG II_Abdominal Wall,Inguinal Hernia (Infants & Children),Herniotomy (Bilateral);ODC;6810000;2380000
10841;SRG II_Abdominal Wall,Inguinal Hernia (Infants & Children),Herniotomy (Unilateral);ODC;4860000;1700000
10842;SRG II_Abdominal Wall,Inguinal/Femoral Hernia,Bilateral Herniorrhaphy (Laparoscopy);ODC;16320000;5710000
10843;SRG II_Abdominal Wall,Inguinal/Femoral Hernia,Bilateral Herniorrhaphy (Open);ODC;11650000;4080000
10844;SRG II_Abdominal Wall,Inguinal/Femoral Hernia,Unilateral Herniorrhaphy (Laparoscopy);ODC;11650000;4080000
10845;SRG II_Abdominal Wall,Inguinal/Femoral Hernia,Unilateral Herniorrhaphy (Open);ODC;8320000;2910000
10846;SRG II_Abdominal Wall,Strangulated/Obstructed Hernia,Repair with Bowel Resection;ODC;12590000;4410000
10847;SRG II_Abdominal Wall,Strangulated/Obstructed Hernia,Repair without Bowel Resection;ODC;10180000;3560000
10848;SRG II_Abdominal Wall,Ventral/Incisional/Recurrent Hernia,Repair (Open);ODC;11360000;3980000
10849;SRG II_Adenoids,Various Lesions,Removal;ODC;4300000;1500000
10850;SRG II_Adrenals,Various Lesions,Biopsy/Excision (Laparoscopy);ODC;12930000;4530000
10851;SRG II_Adrenals,Various Lesions,Biopsy/Excision (Open);ODC;9230000;3230000
10852;SRG II_Ankle,,Therapeutic Arthroscopy;ODC;11390000;3980000
10853;SRG II_Ankle,Ankle Fracture,Bimalleolar ORIF;ODC;13570000;4750000
10854;SRG II_Ankle,Ankle Fracture,Unimalleolar ORIF;ODC;9050000;3170000
10855;SRG II_Ankle,Dislocation,Open Reduction;ODC;6980000;2440000
10856;SRG II_Ankle,Various Lesions,Repair Of Ligaments;ODC;7010000;2450000
10857;SRG II_Anus,Fissure,Excision/Lateral Sphincterotomy;ODC;3750000;1310000
10858;SRG II_Anus,Fistula-In-Ano (High),Complex And Recurrent Fistulectomy;ODC;5560000;1950000
10859;SRG II_Anus,Fistula-In-Ano,Excision/ Fistulectomy;ODC;3750000;1310000
10860;SRG II_Anus,Fistula-In-Ano,Insertion Of Seton;ODC;5940000;2080000
10861;SRG II_Anus,Hemorrhoids,Hemorrhoidectomy with/without Sigmoidoscopy;ODC;4150000;1450000
10862;SRG II_Anus,Hemorrhoids,Laser Haemorrhoidectomy;ODC;7790000;2730000
10863;SRG II_Anus,Hemorrhoids,Removal Of External Anal Tags;ODC;1870000;650000
10864;SRG II_Anus,Hemorrhoids,Stapled Haemorrhoidectomy;ODC;5560000;1950000
10865;SRG II_Anus,Hemorrhoids,Transanal Haemorrhoidal Dearterialization (THD);ODC;3620000;1270000
10866;SRG II_Anus,Perineal Abscess,Saucerisation/Drainage;ODC;4060000;1420000
10867;SRG II_Anus,Stricture,Dilatation;ODC;980000;340000
10868;SRG II_Aorta,,Total Arch Replacement;ODC;54360000;19030000
10869;SRG II_Aorta,Aneurysm,Juxtarenal Type;ODC;14260000;4990000
10870;SRG II_Aorta,Ruptured Aortic Aneurysm (Thoracic Or Abdominal),Endo-Vascular Aortic Repair;ODC;22620000;7920000
10871;SRG II_Aorta,Thoraco-Abdominal Aneurysm,Excision And Insertion Of Graft;ODC;54360000;19030000
10872;SRG II_Aortic Dissection,,Endovascular Fenestration;ODC;4190000;1470000
10873;SRG II_Aortic Dissection,,Endovascular Stent Graft Repair;ODC;16100000;5630000
10874;SRG II_Appendix,Various Lesions/Abscess,Appendicectomy with/without Drainage (Laparoscopy);ODC;9230000;3230000
10875;SRG II_Appendix,Various Lesions/Abscess,Appendicectomy with/without Drainage (Open);ODC;7400000;2590000
10876;SRG II_Arteriovenous Fistula Graft,,Thrombectomy;ODC;6240000;2190000
10877;SRG II_Arteriovenous Fistula,,Angiogram;ODC;3020000;1060000
10878;SRG II_Arteriovenous Fistula,,Synthetic Graft;ODC;13290000;4650000
10879;SRG II_Artery,Intracranial,Thrombosis,Percutaneous Catheter Directed Thrombolysis/Thrombectomy;ODC;40200000;14070000
10880;SRG II_Artery,Various Lesions,Arterio-Venuous Fistula Creation;ODC;8280000;2900000
10881;SRG II_Bladder,Calculus,Vesicolithotomy/Litholapaxy/Ultrasonic Lithotripsy;ODC;8840000;3100000
10882;SRG II_Bladder,Cystoscopy with/without Biopsy;ODC;2340000;820000
10883;SRG II_Bladder,Cystoscopy,Removal Of Foreign Body/Ureteric Stent;ODC;2730000;960000
10884;SRG II_Bladder,Cystoscopy,with Endoscopic Resection/Incision Of Bladder Neck;ODC;5620000;1970000
10885;SRG II_Bladder,Retention Of Urine,Suprapubic Cystostomy;ODC;4430000;1550000
10886;SRG II_Bladder,Various Lesions,Total Radical Cystectomy,For Malignancy (Laparoscopy);ODC;18040000;6310000
10887;SRG II_Bladder,Various Lesions,Total Radical Cystectomy,For Malignancy (Open);ODC;12890000;4510000
10888;SRG II_Bladder,Vesico-Rectal Fistula,Correction;ODC;7690000;2690000
10889;SRG II_Bladder,Vesico-Vaginal Fistula,Correction;ODC;13320000;4660000
10890;SRG II_Bladder/Ureter,Cystoscopy,with Ureteric Catheterisation;ODC;3330000;1160000
10891;SRG II_Bladder/Urethra,,Transurethral Resection Of Bladder Tumour (<3cm);ODC;7490000;2620000
10892;SRG II_Bladder/Urethra,,Transurethral Resection Of Bladder Tumour (>3cm);ODC;10750000;3760000
10893;SRG II_Bladder/Urethra,Cystoscopy,with Urethral Dilatation;ODC;3330000;1160000
10894;SRG II_Blood Vessels,Subcutaneous Implanted Vascular Port,Insertion;ODC;4130000;1440000
10895;SRG II_Blood Vessels,Subcutaneous Implanted Vascular Port,Removal;ODC;2220000;780000
10896;SRG II_Bone (Lower Limb),,Grade 1 And 2 Open Fractures/Open Dislocation Or Open Fracture-Dislocation Wound Debridement;ODC;3770000;1320000
10897;SRG II_Bone (Lower Limb),Deformities,Corrective Surgery with Internal Fixation with/without Fluoroscopy;ODC;12440000;4350000
10898;SRG II_Bone (Lower Limb),Deformities,Corrective Surgery with Osteotomy Alone;ODC;10930000;3830000
